PostalCode,FSA,Latitude,Longitude,Place Name,FSA1,FSA-Province,AreaType
K0A2C0,K0A,45.330953,-75.90807,Ottawa,K,35,Rural
K0A2D0,K0A,45.242635,-75.792165,Nepean,K,35,Rural
K0A2E0,K0A,45.15758036,-75.64740684,Kars,K,35,Rural
K0A2G0,K0A,45.231269,-75.417416,Kenmore,K,35,Rural
K0A2H0,K0A,45.363378,-76.114092,West Carleton,K,35,Rural
K0A2H2,K0A,45.1347108,-75.8418489,Goulbourn,K,35,Rural
K0A2I0,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A2J0,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A2K0,K0A,45.130457,-76.121918,Lake Park,K,35,Rural
K0A2L0,K0A,45.904082,-78.097474,Lake Traverse,K,35,Rural
K0A2M0,K0A,45.362295,-75.253969,Cumberland,K,35,Rural
K0A2M2,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A2M8,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A2N0,K0A,45.224748,-75.686622,Manotick,K,35,Rural
K0A2O1,K0A,45.242635,-75.792165,Nepean,K,35,Rural
K0A2P0,K0A,45.275552,-75.505156,Greely,K,35,Rural
K0A2P1,K0A,45.235951,-75.473675,Metcalfe,K,35,Rural
K0A2P9,K0A,45.242635,-75.792165,Nepean,K,35,Rural
K0A2R0,K0A,45.172353,-75.283021,Morewood,K,35,Rural
K0A2S0,K0A,45.425882,-75.507849,Navan,K,35,Rural
K0A2T0,K0A,45.131318,-75.725548,North Gower,K,35,Rural
K0A2T2,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A2T3,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A2U0,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A2V0,K0A,45.475221,-75.525078,Ottawa,K,35,Rural
K0A2W0,K0A,45.152843,-75.59437,Osgoode,K,35,Rural
K0A2X0,K0A,45.332397,-76.28897,Pakenham,K,35,Rural
K0A2Y0,K0A,45.392738,-75.541208,Ramsayville,K,35,Rural
K0A2Z0,K0A,45.218925,-75.850428,Richmond,K,35,Rural
K0A2Z1,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A2Z7,K0A,45.242635,-75.792165,Nepean,K,35,Rural
K0A3A0,K0A,45.545063,-75.279671,Rockland,K,35,Rural
K0A3A8,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A3B0,K0A,45.305127,-75.360492,Russell,K,35,Rural
K0A3C0,K0A,45.254947,-75.122841,St-Albert,K,35,Rural
K0A3C8,K0A,45.242635,-75.792165,Nepean,K,35,Rural
K0A3E0,K0A,45.501052,-75.320552,Cumberland,K,35,Rural
K0A3E2,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A3G0,K0A,45.258827,-75.921387,Stittsville,K,35,Rural
K0A3G1,K0A,45.260511,-75.9208,Stittsville,K,35,Rural
K0A3G2,K0A,45.266866,-75.925791,Stittsville,K,35,Rural
K0A3G9,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A3H0,K0A,45.3335261,-75.34760313,Vars,K,35,Rural
K0A3H2,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A3H3,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A3H6,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A3J0,K0A,45.164857,-75.417206,Vernon,K,35,Rural
K0A3K0,K0A,45.463711,-74.98804,Wendover,K,35,Rural
K0A3L0,K0A,45.26505154,-76.48671937,White Lake,K,35,Rural
K0A3M0,K0A,45.477763,-76.069464,West Carleton,K,35,Rural
K0A3N0,K0A,45.545923,-75.184427,Saint-Pascal-Baylon,K,35,Rural
K0A3N6,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A3O0,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A3P0,K0A,45.165095,-75.934976,Munster,K,35,Rural
K0A3P1,K0A,45.242635,-75.792165,Nepean,K,35,Rural
K0A3P9,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A3R0,K0A,45.259568,-75.925575,Stittsville R.P.O.,K,35,Rural
K0A3S8,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A3T0,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A3X0,K0A,45.242635,-75.792165,Nepean,K,35,Rural
K0A3Z0,K0A,45.242635,-75.792165,Nepean,K,35,Rural
K0A4J7,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A4J8,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A4M0,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A4P4,K0A,45.242635,-75.792165,Nepean,K,35,Rural
K0A4S7,K0A,45.242635,-75.792165,Nepean,K,35,Rural
K0A4T0,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A6M0,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A6W2,K0A,45.242635,-75.792165,Nepean,K,35,Rural
K0A7A0,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A7E0,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A7M0,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A7V0,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0A8M0,K0A,45.242635,-75.792165,Nepean,K,35,Rural
K0A9Z0,K0A,45.242635,-75.792165,Nepean,K,35,Rural
K0B1A0,K0B,45.57632,-74.90219,Alfred,K,35,Rural
K0B1B0,K0B,45.53674,-74.410628,Chute A Blondeau,K,35,Rural
K0B1C0,K0B,45.595067,-74.653446,Curran,K,35,Rural
K0B1E0,K0B,45.4805,-74.55405,Dalkeith,K,35,Rural
K0B1G0,K0B,45.414925,-75.01958,Fournier,K,35,Rural
K0B1H0,K0B,45.360088,-74.50198,Glen Robertson,K,35,Rural
K0B1J0,K0B,45.637646,-74.891505,Lefaivre,K,35,Rural
K0B1K0,K0B,45.558478,-74.817966,L'Orignal,K,35,Rural
K0B1L0,K0B,45.518588,-74.985048,Plantagenet,K,35,Rural
K0B1L6,K0B,45.536122,-74.805586,Alfred,K,35,Rural
K0B1M0,K0B,45.479238,-74.452851,Ste Anne De Prescott,K,35,Rural
K0B1N0,K0B,45.434033,-74.862112,St Bernardin,K,35,Rural
K0B1P0,K0B,45.536741,-74.410628,St Eugene,K,35,Rural
K0B1R0,K0B,45.518615,-74.65086,Vankleek Hill,K,35,Rural
K0B1V0,K0B,45.500501,-74.755866,Prescott County,K,35,Rural
K0B2C0,K0B,45.500501,-74.755866,Prescott County,K,35,Rural
K0B3K0,K0B,45.500501,-74.755866,Prescott County,K,35,Rural
K0B4L9,K0B,45.500501,-74.755866,Prescott County,K,35,Rural
K0C0C2,K0C,45.148648,-75.066191,Finch,K,35,Rural
K0C1A0,K0C,45.301001,-74.586118,Alexandria,K,35,Rural
K0C1B0,K0C,45.223422,-74.739128,Apple Hill,K,35,Rural
K0C1C0,K0C,45.1402935,-75.084637,Avonmore,K,35,Rural
K0C1E0,K0C,45.360447,-74.825013,Bainsville,K,35,Rural
K0C1G0,K0C,45.176359,-75.110456,Berwick,K,35,Rural
K0C1H0,K0C,45.155823,-75.281057,Chesterville,K,35,Rural
K0C1J0,K0C,45.36239,-74.81758,Dunvegan,K,35,Rural
K0C1K0,K0C,45.147803,-75.091615,Finch,K,35,Rural
K0C1L0,K0C,45.258257,-74.596953,Green Valley,K,35,Rural
K0C1M0,K0C,44.983121,-75.139906,Ingleside,K,35,Rural
K0C1N0,K0C,45.142412,-74.5023,Lancaster,K,35,Rural
K0C1P0,K0C,45.032898,-74.856898,Long Sault,K,35,Rural
K0C1R0,K0C,45.162998,-74.910557,Lunenburg,K,35,Rural
K0C1R1,K0C,45.1486481,-75.0661911,Finch,K,35,Rural
K0C1S0,K0C,45.179497,-74.682325,Martintown,K,35,Rural
K0C1T0,K0C,45.215786,-74.91434,Maxville,K,35,Rural
K0C1T1,K0C,45.289785,-74.854351,Maxville,K,35,Rural
K0C1V0,K0C,45.131468,-74.955174,Monkland,K,35,Rural
K0C1W0,K0C,45.261242,-74.970926,Moose Creek,K,35,Rural
K0C1X0,K0C,44.969023,-75.066895,Upper Canada Village,K,35,Rural
K0C1Y0,K0C,45.078871,-75.098227,Newington,K,35,Rural
K0C1Z0,K0C,45.096631,-74.547278,North Lancaster,K,35,Rural
K0C2A0,K0C,44.934403,-75.211957,St Andrews West,K,35,Rural
K0C2B0,K0C,45.344514,-74.940331,St Isidore,K,35,Rural
K0C2C0,K0C,45.127738,-74.488853,South Lancaster,K,35,Rural
K0C2E0,K0C,45.113442,-75.320567,Summerstown,K,35,Rural
K0C2G0,K0C,44.945774,-75.185375,Upper Canada Village,K,35,Rural
K0C2H0,K0C,45.091413,-75.34822,Williamsburg,K,35,Rural
K0C2J0,K0C,45.147774,-74.587102,Williamstown,K,35,Rural
K0C2K0,K0C,45.086864,-75.355036,Winchester,K,35,Rural
K0C2K6,K0C,45.17237,-74.875527,Cornwall,K,35,Rural
K0C2L0,K0C,45.036536,-75.317157,Winchester Springs,K,35,Rural
K0C2M0,K0C,45.300339,-74.62696,Alexandria,K,35,Rural
K0C3E0,K0C,45.179485,-74.879475,Stormont County,K,35,Rural
K0E0E6,K0E,44.713844,-75.713944,South Augusta,K,35,Rural
K0E1A0,K0E,44.647795,-75.765554,Addison,K,35,Rural
K0E1A4,K0E,44.713844,-75.713944,Brockville,K,35,Rural
K0E1B0,K0E,44.768174,-75.869109,Athens,K,35,Rural
K0E1C0,K0E,44.880446,-75.28024,Brinston,K,35,Rural
K0E1E0,K0E,44.857384,-75.319162,Cardinal,K,35,Rural
K0E1G0,K0E,44.608984,-76.12239,Delta,K,35,Rural
K0E1H0,K0E,44.462279,-76.01793,Frankville,K,35,Rural
K0E1I0,K0E,44.713844,-75.713944,South Augusta,K,35,Rural
K0E1J0,K0E,45.047457,-75.332282,Inkerman,K,35,Rural
K0E1K0,K0E,44.84257,-75.31996,Iroquois,K,35,Rural
K0E1L0,K0E,44.369375,-75.989769,Mallorytown,K,35,Rural
K0E1M0,K0E,45.055317,-75.442362,Lyn,K,35,Rural
K0E1N0,K0E,44.511379,-76.225665,Lyndhurst,K,35,Rural
K0E1O1,K0E,44.713844,-75.713944,South Augusta,K,35,Rural
K0E1P0,K0E,44.634966,-75.621706,Maitland,K,35,Rural
K0E1R0,K0E,44.387193,-75.950329,Mallorytown,K,35,Rural
K0E1S0,K0E,45.011445,-75.469382,Mountain,K,35,Rural
K0E1T0,K0E,44.749248,-75.642103,Spencerville,K,35,Rural
K0E1V0,K0E,45.021386,-75.810022,Rockport,K,35,Rural
K0E1W0,K0E,44.990621,-75.450911,South Mountain,K,35,Rural
K0E1X0,K0E,44.781208,-75.569274,Spencerville,K,35,Rural
K0E1Y0,K0E,44.702773,-76.008291,Toledo,K,35,Rural
K0E1Z0,K0E,44.71332,-75.508495,Prescott,K,35,Rural
K0E2N0,K0E,44.5111581,-76.0035883,Frankville,K,35,Rural
K0E2P0,K0E,44.713844,-75.713944,South Augusta,K,35,Rural
K0E3M5,K0E,44.713844,-75.713944,South Augusta,K,35,Rural
K0E9Z0,K0E,44.511158,-76.003588,Charleston Lake,K,35,Rural
K0G0G6,K0G,44.872372,-76.095259,Smiths Falls,K,35,Rural
K0G0V0,K0G,44.872372,-76.095259,Smiths Falls,K,35,Rural
K0G1A0,K0G,45.011316,-75.64588,Balderson,K,35,Rural
K0G1B0,K0G,44.981773,-75.796476,Burritts Rapids,K,35,Rural
K0G1C0,K0G,45.015574,-75.650542,Chaffeys Locks,K,35,Rural
K0G1E0,K0G,44.608475,-76.227242,Elgin,K,35,Rural
K0G1G0,K0G,44.813302,-75.91141,Jasper,K,35,Rural
K0G1G3,K0G,44.872372,-76.095259,Smiths Falls,K,35,Rural
K0G1H0,K0G,44.575546,-76.259996,Jones Falls,K,35,Rural
K0G1J0,K0G,44.998301,-75.655835,Kemptville,K,35,Rural
K0G1J2,K0G,44.872372,-76.095259,Smiths Falls,K,35,Rural
K0G1K0,K0G,44.90606,-76.270569,Lanark,K,35,Rural
K0G1L0,K0G,44.796319,-76.098066,Lombardy,K,35,Rural
K0G1M0,K0G,44.957807,-76.527845,Mcdonalds Corners,K,35,Rural
K0G1N0,K0G,44.807564,-75.698993,Merrickville,K,35,Rural
K0G1N2,K0G,44.872372,-76.095259,Smiths Falls,K,35,Rural
K0G1N4,K0G,44.872372,-76.095259,Smiths Falls,K,35,Rural
K0G1P0,K0G,44.651076,-76.315342,Newboro,K,35,Rural
K0G1R0,K0G,44.723096,-75.875402,Eloida,K,35,Rural
K0G1S0,K0G,44.741154,-76.528849,Oxford Mills,K,35,Rural
K0G1S2,K0G,44.872372,-76.095259,Smiths Falls,K,35,Rural
K0G1T0,K0G,43.138021,-80.703007,Oxford Station,K,35,Rural
K0G1V0,K0G,44.684456,-76.22686,Portland,K,35,Rural
K0G1W0,K0G,44.83931,-76.180162,Rideau Ferry,K,35,Rural
K0G1X0,K0G,44.676724,-76.39735,Westport,K,35,Rural
K0G1X2,K0G,44.872372,-76.095259,Smiths Falls,K,35,Rural
K0G1Y0,K0G,44.789036,-76.115433,Lombardy,K,35,Rural
K0G2A0,K0G,44.872372,-76.095259,Smiths Falls,K,35,Rural
K0G2C0,K0G,45.148273,-74.468474,South Lancaster,K,35,Rural
K0G2E0,K0G,44.872372,-76.095259,Smiths Falls,K,35,Rural
K0G2G0,K0G,44.872372,-76.095259,Smiths Falls,K,35,Rural
K0G2H0,K0G,44.872372,-76.095259,Smiths Falls,K,35,Rural
K0G2K2,K0G,44.872372,-76.095259,Smiths Falls,K,35,Rural
K0G2L0,K0G,44.872372,-76.095259,Smiths Falls,K,35,Rural
K0G2M0,K0G,44.872372,-76.095259,Smiths Falls,K,35,Rural
K0G2N0,K0G,44.872372,-76.095259,Smiths Falls,K,35,Rural
K0G2P0,K0G,44.872372,-76.095259,Smiths Falls,K,35,Rural
K0G2W0,K0G,44.872372,-76.095259,Smiths Falls,K,35,Rural
K0G4J0,K0G,44.872372,-76.095259,Smiths Falls,K,35,Rural
K0G5M2,K0G,44.872372,-76.095259,Smiths Falls,K,35,Rural
K0G7X1,K0G,44.7890364,-76.1154327,Lombardy,K,35,Rural
K0G9Z0,K0G,44.872372,-76.095259,Smiths Falls,K,35,Rural
K0H0B3,K0H,44.683614,-76.79808,Verona,K,35,Rural
K0H1A0,K0H,44.216596,-76.645459,Amherstview,K,35,Rural
K0H1A2,K0H,44.683614,-76.79808,Verona,K,35,Rural
K0H1B0,K0H,44.928823,-76.945847,Arden,K,35,Rural
K0H1C0,K0H,44.860535,-76.909493,Ardoch,K,35,Rural
K0H1E0,K0H,45.159025,-77.265986,Ashby Lake,K,35,Rural
K0H1G0,K0H,44.190222,-76.783753,Bath,K,35,Rural
K0H1G2,K0H,44.683614,-76.79808,Verona,K,35,Rural
K0H1G3,K0H,44.683614,-76.765788,Mountain Grove,K,35,Rural
K0H1H0,K0H,44.443496,-76.313031,Battersea,K,35,Rural
K0H1I0,K0H,44.683614,-76.71891,Parham,K,35,Rural
K0H1J0,K0H,44.873979,-76.718415,Clarendon Station,K,35,Rural
K0H1K0,K0H,44.612067,-76.824369,Cloyne,K,35,Rural
K0H1K6,K0H,44.683614,-76.79808,Verona,K,35,Rural
K0H1K8,K0H,44.683614,-76.79808,Verona,K,35,Rural
K0H1L0,K0H,45.14909,-77.332765,Denbigh,K,35,Rural
K0H1M0,K0H,44.312064,-76.595016,Elginburg,K,35,Rural
K0H1N0,K0H,45.026917,-77.002053,German Bay,K,35,Rural
K0H1N8,K0H,44.683614,-76.71891,Parham,K,35,Rural
K0H1P0,K0H,44.657307,-77.366024,Flinton,K,35,Rural
K0H1R0,K0H,44.329035,-76.160126,Gananoque,K,35,Rural
K0H1S0,K0H,44.29848649,-76.46674298,Glenburnie,K,35,Rural
K0H1T0,K0H,44.535231,-76.79008,Godfrey,K,35,Rural
K0H1V0,K0H,44.349501,-76.706808,Harrowsmith,K,35,Rural
K0H1V9,K0H,44.683614,-76.71891,Parham,K,35,Rural
K0H1W0,K0H,44.529467,-76.633486,Hartington,K,35,Rural
K0H1X0,K0H,44.213393,-76.823592,Inverary,K,35,Rural
K0H1X2,K0H,44.683614,-76.71891,Parham,K,35,Rural
K0H1X8,K0H,44.683614,-76.79808,Verona,K,35,Rural
K0H1Y0,K0H,44.337276,-76.318459,Joyceville,K,35,Rural
K0H1Y2,K0H,44.683614,-76.79808,Verona,K,35,Rural
K0H1Z0,K0H,44.632597,-77.075028,Kaladar,K,35,Rural
K0H2A0,K0H,44.682199,-76.931649,Kirk Cove,K,35,Rural
K0H2B0,K0H,44.977258,-76.74326,Maberly,K,35,Rural
K0H2C0,K0H,44.89777,-76.662744,Mississippi Station,K,35,Rural
K0H2E0,K0H,44.739336,-76.738863,Mountain Grove,K,35,Rural
K0H2G0,K0H,44.637421,-77.160399,Northbrook,K,35,Rural
K0H2H0,K0H,44.34354,-76.707451,Yarker,K,35,Rural
K0H2H4,K0H,44.683614,-76.765788,Mountain Grove,K,35,Rural
K0H2J0,K0H,45.009047,-76.877221,Ompah,K,35,Rural
K0H2K0,K0H,44.686849,-76.775347,Parham,K,35,Rural
K0H2L0,K0H,44.52215,-76.416393,Perth Road,K,35,Rural
K0H2L6,K0H,44.683614,-76.79808,Verona,K,35,Rural
K0H2M0,K0H,45.026917,-77.002053,German Bay,K,35,Rural
K0H2N0,K0H,44.414135,-76.305037,Seeleys Bay,K,35,Rural
K0H2P0,K0H,44.76101,-76.619608,Sharbot Lake,K,35,Rural
K0H2R0,K0H,44.922937,-76.660027,Snow Road Station,K,35,Rural
K0H2S0,K0H,45.475147,-77.634884,Stella,K,35,Rural
K0H2T0,K0H,44.419934,-76.58995,Sydenham,K,35,Rural
K0H2T2,K0H,44.683614,-76.79808,Verona,K,35,Rural
K0H2U0,K0H,44.683614,-76.79808,Verona,K,35,Rural
K0H2V0,K0H,44.672522,-76.672489,Tichborne,K,35,Rural
K0H2V6,K0H,44.683614,-76.71891,Parham,K,35,Rural
K0H2W0,K0H,44.63497,-76.810015,Verona,K,35,Rural
K0H2X0,K0H,44.326457,-76.639883,Westbrook,K,35,Rural
K0H2X2,K0H,44.7665674,-76.8720416,Olden,K,35,Rural
K0H2Y0,K0H,44.193189,-76.44051,Wolfe Island,K,35,Rural
K0H3G0,K0H,44.683614,-76.79808,Verona,K,35,Rural
K0H3N0,K0H,44.683614,-76.71891,Parham,K,35,Rural
K0H4G0,K0H,44.683614,-76.79808,Verona,K,35,Rural
K0H9Z0,K0H,44.683614,-76.79808,Verona,K,35,Rural
K0J1A0,K0J,45.398487,-78.083635,Aylen Lake,K,35,Rural
K0J1B0,K0J,45.507731,-77.641197,Barry's Bay,K,35,Rural
K0J1C0,K0J,45.719376,-76.853588,Beachburg,K,35,Rural
K0J1E0,K0J,46.185496,-78.208398,Bissett Creek,K,35,Rural
K0J1G0,K0J,45.355937,-76.64564,Burnstown,K,35,Rural
K0J1H0,K0J,45.25238,-76.889509,Barrys Bay,K,35,Rural
K0J1J0,K0J,46.018093,-77.45207,Chalk River,K,35,Rural
K0J1K0,K0J,45.634118,-76.862235,Cobden,K,35,Rural
K0J1L0,K0J,45.3458,-77.589896,Combermere,K,35,Rural
K0J1M0,K0J,45.461957,-77.295778,Foymount,K,35,Rural
K0J1N0,K0J,45.343856,-77.037776,Dacre,K,35,Rural
K0J1P0,K0J,46.143103,-77.569914,Deep River,K,35,Rural
K0J1R0,K0J,45.415002,-77.215731,Deux Rivieres,K,35,Rural
K0J1S0,K0J,45.569719,-77.074383,Douglas,K,35,Rural
K0J1T0,K0J,45.545455,-76.995609,Eganville,K,35,Rural
K0J1V0,K0J,45.705719,-76.805169,Foresters Falls,K,35,Rural
K0J1W0,K0J,45.43762,-77.305915,Foymount,K,35,Rural
K0J1X0,K0J,45.619503,-77.144238,Golden Lake,K,35,Rural
K0J1Y0,K0J,46.153193,-78.052261,Haley Station,K,35,Rural
K0J1Y9,K0J,45.7224484,-77.9297277,Round Lake,K,35,Rural
K0J1Z0,K0J,45.432117,-77.582934,Kaszuby,K,35,Rural
K0J2A0,K0J,45.58368,-77.514563,Foresters Falls,K,35,Rural
K0J2B0,K0J,46.148414,-77.973488,Mackey,K,35,Rural
K0J2C0,K0J,45.412754,-77.884959,Madawaska,K,35,Rural
K0J2E0,K0J,45.536456,-77.630551,Palmer Rapids,K,35,Rural
K0J2G0,K0J,45.36373,-77.446718,Quadeville,K,35,Rural
K0J2H0,K0J,46.22118,-78.035781,Rolphton,K,35,Rural
K0J2J0,K0J,45.61298,-77.5195,Round Lake Centre,K,35,Rural
K0J2K0,K0J,46.185497,-78.208398,Stonecliffe,K,35,Rural
K0J2L0,K0J,45.876951,-76.854317,Westmeath,K,35,Rural
K0J2M0,K0J,45.492291,-78.24418,Whitney,K,35,Rural
K0J2N0,K0J,44.081302,-77.651444,Wilno,K,35,Rural
K0J2P0,K0J,46.100396,-77.474476,Deep River,K,35,Rural
K0J2R0,K0J,45.242355,-77.167434,Griffith,K,35,Rural
K0J4R4,K0J,45.722448,-77.929728,Round Lake,K,35,Rural
K0J5C3,K0J,45.704836,-77.357677,Renfrew County,K,35,Rural
K0J6X6,K0J,45.704836,-77.357677,Renfrew County,K,35,Rural
K0K0H0,K0K,44.288407,-77.538344,Stirling,K,35,Rural
K0K0K0,K0K,44.288407,-77.538344,Stirling,K,35,Rural
K0K0V2,K0K,44.288407,-77.538344,Stirling,K,35,Rural
K0K0Y0,K0K,44.288407,-77.538344,Stirling,K,35,Rural
K0K1A0,K0K,44.059399,-77.386049,Ameliasburg,K,35,Rural
K0K1A1,K0K,44.288407,-77.538344,Stirling,K,35,Rural
K0K1A6,K0K,44.288407,-77.538344,Stirling,K,35,Rural
K0K1B0,K0K,44.107052,-77.53849,Astra,K,35,Rural
K0K1C0,K0K,44.074628,-78.176384,Cobourg,K,35,Rural
K0K1C1,K0K,44.288407,-77.538344,Stirling,K,35,Rural
K0K1C6,K0K,44.380635,-77.438535,Crookston,K,35,Rural
K0K1E0,K0K,44.170676,-77.595203,Batawa,K,35,Rural
K0K1G0,K0K,44.046217,-77.309013,Demorestville,K,35,Rural
K0K1H0,K0K,44.057811,-77.759612,Brighton,K,35,Rural
K0K1J0,K0K,44.336039,-76.832376,Camden East,K,35,Rural
K0K1K0,K0K,44.220847,-77.400991,Cannifton,K,35,Rural
K0K1K1,K0K,44.288407,-77.538344,Stirling,K,35,Rural
K0K1L0,K0K,44.029054,-77.885103,Carrying Place,K,35,Rural
K0K1M0,K0K,44.097419,-77.906019,Brighton,K,35,Rural
K0K1N0,K0K,44.357469,-76.984451,Centreville,K,35,Rural
K0K1P0,K0K,44.021963,-77.48429,Cherry Valley,K,35,Rural
K0K1R0,K0K,44.131377,-77.787611,Castleton,K,35,Rural
K0K1R8,K0K,44.288407,-77.538344,Stirling,K,35,Rural
K0K1S0,K0K,44.028609,-77.842122,Colborne,K,35,Rural
K0K1S2,K0K,44.288407,-77.538344,Stirling,K,35,Rural
K0K1S9,K0K,44.3806352,-77.4385348,Crookston,K,35,Rural
K0K1T0,K0K,43.984898,-77.466678,Consecon,K,35,Rural
K0K1V0,K0K,44.22494,-77.375473,Corbyville,K,35,Rural
K0K1W0,K0K,44.08101,-77.282969,Demorestville,K,35,Rural
K0K1X0,K0K,44.230959,-77.128259,Deseronto,K,35,Rural
K0K1X9,K0K,44.288407,-77.538344,Stirling,K,35,Rural
K0K1Y0,K0K,44.258711,-77.609587,Frankford,K,35,Rural
K0K1Z0,K0K,44.393552,-77.019395,Enterprise,K,35,Rural
K0K2A0,K0K,44.424328,-77.052033,Erinsville,K,35,Rural
K0K2A1,K0K,44.288407,-77.538344,Stirling,K,35,Rural
K0K2B0,K0K,44.23258,-77.42163,Belleville,K,35,Rural
K0K2C0,K0K,44.20164,-77.597655,Frankford,K,35,Rural
K0K2E0,K0K,44.119066,-78.23333,Hamilton,K,35,Rural
K0K2E2,K0K,44.288407,-77.538344,Stirling,K,35,Rural
K0K2F0,K0K,44.288407,-77.538344,Stirling,K,35,Rural
K0K2G0,K0K,43.994106,-77.993006,Grafton,K,35,Rural
K0K2H0,K0K,44.136425,-78.221791,Harwood,K,35,Rural
K0K2J0,K0K,43.965324,-77.453238,Hillier,K,35,Rural
K0K2K0,K0K,44.641916,-77.471648,Madoc,K,35,Rural
K0K2L0,K0K,44.412877,-77.084507,Erinsville,K,35,Rural
K0K2M0,K0K,44.384413,-77.717592,Marmora,K,35,Rural
